
1000,13657460,9705040,ns
1100,9619900,2061340,ns
1200,11847360,2131940,ns
1300,10642300,2092320,ns
1400,11904920,2257840,ns
1500,13060240,2276900,ns
1600,14104480,2329140,ns
1700,14978900,2456660,ns
1800,16307240,2550200,ns
1900,15704920,2694560,ns
2000,16456200,2346620,ns
2100,13237560,2462960,ns
2200,19561800,2627280,ns
2300,17949760,2283220,ns
2400,15737360,3012180,ns
2500,20110680,2897900,ns
2600,18434160,2952480,ns
2700,17577480,2927220,ns
2800,19569060,2892800,ns
2900,21407700,3464100,ns
3000,20037100,2920600,ns
3100,15288060,2370180,ns
3200,18379480,3453940,ns
3300,23710120,3620260,ns
3400,19205360,3052700,ns
3500,25049300,3884280,ns
3600,31289280,3692820,ns
3700,19143400,3364860,ns
3800,26710400,3524340,ns
3900,43195800,4731160,ns
4000,33299960,4774160,ns
4100,28796460,3657260,ns
4200,23010960,3227440,ns
4300,23984660,3198720,ns
4400,23839000,3429840,ns
4500,28917280,3680740,ns
4600,24610420,3385620,ns
4700,26755140,3990940,ns
4800,27423980,3947740,ns
4900,28889940,4020360,ns
5000,35753420,5644640,ns
5100,64808900,8040200,ns
5200,193738260,65574660,ns
5300,123795720,8004280,ns
5400,58582960,6893660,ns
5500,48403380,6576040,ns
5600,35035560,4434560,ns
5700,34403900,4228160,ns
5800,32888740,4437060,ns
5900,30328840,4690800,ns
6000,32500960,4711520,ns
6100,31882260,4479400,ns
6200,33372040,4941140,ns
6300,32382260,4352760,ns
6400,36155960,4767760,ns
6500,33982620,4622600,ns
6600,35191860,4696020,ns
6700,41433940,5360460,ns
6800,35286380,5734140,ns
6900,36006360,5134420,ns
7000,38949160,5524120,ns
7100,36146460,5637460,ns
7200,48272820,7137940,ns
7300,43370280,5376780,ns
7400,38920180,5939560,ns
7500,38254380,5718540,ns
7600,35862520,5173440,ns
7700,43729060,5559560,ns
7800,42894940,6154220,ns
7900,39783640,5458500,ns
8000,43213600,5545060,ns
8100,41043580,5540580,ns
8200,40702580,5820340,ns
8300,44050280,6407120,ns
8400,48593740,6234700,ns
8500,43954340,5961180,ns
8600,47812560,6077420,ns
8700,46787520,6231980,ns
8800,48568460,6560200,ns
8900,48921560,6964200,ns
9000,49075360,6840200,ns
9100,49024520,7709220,ns
9200,53891280,6680880,ns
9300,48290960,6757740,ns
9400,48402240,7671800,ns
9500,45462080,6598460,ns
9600,56205300,6863520,ns
9700,55459160,7290080,ns
9800,57103900,7309860,ns
9900,62275620,7235880,ns
10000,60469820,7784920,ns
10100,64439800,7699400,ns
10200,65113520,7385220,ns
10300,69192540,7929540,ns
10400,62379480,7514740,ns
10500,62777380,7854200,ns
10600,56776240,8287540,ns
10700,58792420,8080020,ns
10800,65443400,8745900,ns
10900,60061160,8494000,ns
11000,63936620,8858120,ns
11100,61801480,8415800,ns
11200,57697680,9106460,ns
11300,60429740,9753740,ns
11400,100311160,13363520,ns
11500,96756920,13475220,ns
11600,93875760,12702960,ns
11700,101118500,13342120,ns
11800,101949300,13788060,ns
11900,98779420,13305800,ns
12000,104892780,13225040,ns
12100,84368780,12677420,ns
12200,96840280,13636540,ns
12300,91937340,13209000,ns
12400,80325380,11999140,ns
12500,94546800,12545360,ns
12600,94780380,13916760,ns
12700,89035140,12642820,ns
12800,95060100,13907720,ns
12900,68600340,9095000,ns
13000,66608020,9210900,ns
13100,71934560,9813520,ns
13200,65344000,9423600,ns
13300,77800500,11935280,ns
13400,121211759,14967020,ns
13500,124380880,14630880,ns
13600,118997579,14905820,ns
13700,127723660,14949520,ns
13800,127889040,15584960,ns
13900,129017819,14761379,ns
14000,99964299,10919280,ns
14100,73357019,11201120,ns
14200,84408660,10142180,ns
14300,88530739,11699240,ns
14400,80516499,10932280,ns
14500,77669660,11015439,ns
14600,88056080,10315360,ns
14700,88769180,11312599,ns
14800,68871979,10573220,ns
14900,91829839,12687459,ns
15000,73719500,10901340,ns
15100,72926079,10324200,ns
15200,76293460,10150720,ns
15300,75821699,10634039,ns
15400,73229899,10358040,ns
15500,70754260,10278580,ns
15600,80249580,10506280,ns
15700,79132340,10825740,ns
15800,77038000,10457359,ns
15900,87792539,11253140,ns
16000,77850519,10718980,ns
16100,82454459,11132380,ns
16200,77062940,10753080,ns
16300,73260539,10760220,ns
16400,73633859,10671160,ns
16500,74594460,10813840,ns
16600,79856620,11787520,ns
16700,82178280,11095680,ns
16800,90202300,12061840,ns
16900,80522520,11360780,ns
17000,80888900,11312860,ns
17100,81187320,11459380,ns
17200,84830520,11639380,ns
17300,86357660,11855520,ns
17400,78702880,11582080,ns
17500,84147820,12182840,ns
17600,83064360,11467340,ns
17700,81027800,11846540,ns
17800,85701120,12081820,ns
17900,84921900,12057760,ns
18000,86247700,12147120,ns
18100,93024720,12624380,ns
18200,91355940,12403660,ns
18300,122980820,15182280,ns
18400,85543760,12241320,ns
18500,90474040,14057060,ns
18600,95758420,13720080,ns
18700,88131420,12823680,ns
18800,107887540,14033880,ns
18900,91456160,12870140,ns
19000,113457980,16330520,ns
19100,120223140,15673560,ns
19200,164634300,20813480,ns
19300,132525420,18924920,ns
19400,96881800,12919760,ns
19500,93867860,13758140,ns
19600,96537240,13279680,ns
19700,92341760,13889640,ns
19800,98708860,13307380,ns
19900,94981560,14150020,ns
20000,96526040,13366780,ns
20100,94131060,13772060,ns
20200,95085220,14022880,ns
20300,92288140,13521840,ns
20400,103980040,14261340,ns
20500,100771040,14157360,ns
20600,101347460,14697340,ns
20700,102491280,14071760,ns
20800,100869900,15848360,ns
20900,113724080,16100540,ns
21000,114853580,18729680,ns
21100,105003620,14616600,ns
21200,105835220,14689720,ns
21300,110558720,15066260,ns
