
0,2,3734400,ns
1,2,3630000,ns
2,2,3776600,ns
3,2,3623500,ns
4,2,3765000,ns
0,3,3647700,ns
1,3,3856600,ns
2,3,3789900,ns
3,3,3841200,ns
4,3,3555600,ns
0,4,4146600,ns
1,4,4318400,ns
2,4,3788100,ns
3,4,3855400,ns
4,4,3755100,ns
0,5,3769000,ns
1,5,3785000,ns
2,5,3894400,ns
3,5,3893200,ns
4,5,3905800,ns
0,6,3854500,ns
1,6,3879100,ns
2,6,4220600,ns
3,6,4086300,ns
4,6,4066600,ns
0,7,3951700,ns
1,7,4058900,ns
2,7,3805100,ns
3,7,3948000,ns
4,7,4199200,ns
0,8,4131800,ns
1,8,4126800,ns
2,8,3954000,ns
3,8,4139600,ns
4,8,3854400,ns
0,9,4068700,ns
1,9,4290100,ns
2,9,4051500,ns
3,9,4012700,ns
4,9,4119900,ns
0,10,4079000,ns
1,10,4089800,ns
2,10,4131900,ns
3,10,4079300,ns
4,10,4059400,ns
0,11,4163000,ns
1,11,4478000,ns
2,11,4056100,ns
3,11,4078700,ns
4,11,4321900,ns
0,12,4049600,ns
1,12,4145300,ns
2,12,4196000,ns
3,12,4289200,ns
4,12,4312700,ns
0,13,4392200,ns
1,13,4938800,ns
2,13,4269200,ns
3,13,4335400,ns
4,13,4237300,ns
0,14,4445900,ns
1,14,4403000,ns
2,14,4432500,ns
3,14,4554600,ns
4,14,4471100,ns
0,15,4576800,ns
1,15,4491600,ns
2,15,4428500,ns
3,15,4564300,ns
4,15,4808400,ns
0,16,4499800,ns
1,16,6383700,ns
2,16,4703500,ns
3,16,4452500,ns
4,16,4468300,ns
0,17,4575500,ns
1,17,4605300,ns
2,17,4643100,ns
3,17,4636900,ns
4,17,4976700,ns
0,18,4572800,ns
1,18,5179300,ns
2,18,4497100,ns
3,18,4570700,ns
4,18,4589800,ns
0,19,4796600,ns
1,19,4754600,ns
2,19,4631700,ns
3,19,4584600,ns
4,19,4675400,ns
0,20,4668300,ns
1,20,4721400,ns
2,20,4848800,ns
3,20,5444600,ns
4,20,4789900,ns
0,21,4868400,ns
1,21,4937300,ns
2,21,4776500,ns
3,21,4624300,ns
4,21,4717200,ns
0,22,4701100,ns
1,22,4665300,ns
2,22,4691700,ns
3,22,4933900,ns
4,22,4823900,ns
0,23,4872200,ns
1,23,4855300,ns
2,23,4779700,ns
3,23,4744500,ns
4,23,4694700,ns
0,24,4827000,ns
1,24,4800900,ns
2,24,4905200,ns
3,24,4865800,ns
4,24,4971600,ns
0,25,4882900,ns
1,25,4792800,ns
2,25,5034500,ns
3,25,4929500,ns
4,25,4770900,ns
0,26,4932800,ns
1,26,4948000,ns
2,26,4968900,ns
3,26,4870100,ns
4,26,4984500,ns
0,27,4818100,ns
1,27,5005800,ns
2,27,5008000,ns
3,27,4949100,ns
4,27,5726400,ns
0,28,4998800,ns
1,28,5238600,ns
2,28,5261400,ns
3,28,5087100,ns
4,28,4989500,ns
0,29,5133400,ns
1,29,5523400,ns
2,29,5195200,ns
3,29,6796400,ns
4,29,5102000,ns
0,30,5063900,ns
1,30,5201800,ns
2,30,5224400,ns
3,30,5107000,ns
4,30,5122200,ns
0,31,5277900,ns
1,31,5111500,ns
2,31,5570600,ns
3,31,5148500,ns
4,31,5278800,ns
0,32,5693900,ns
1,32,5545700,ns
2,32,5617900,ns
3,32,5424200,ns
4,32,5569500,ns
0,33,5428500,ns
1,33,5339900,ns
2,33,5931000,ns
3,33,5577000,ns
4,33,6129600,ns
0,34,5672100,ns
1,34,5621000,ns
2,34,5776700,ns
3,34,5629400,ns
4,34,5546500,ns
0,35,6561400,ns
1,35,5715100,ns
2,35,5728000,ns
3,35,6015300,ns
4,35,6280500,ns
0,36,5709100,ns
1,36,5868100,ns
2,36,5894800,ns
3,36,5708300,ns
4,36,5742600,ns
0,37,5898200,ns
1,37,5967500,ns
2,37,5688300,ns
3,37,6267900,ns
4,37,5823400,ns
0,38,7013700,ns
1,38,6146300,ns
2,38,5828100,ns
3,38,5971000,ns
4,38,5859000,ns
0,39,6008100,ns
1,39,6336800,ns
2,39,5883200,ns
3,39,6030500,ns
4,39,6209500,ns
0,40,6802900,ns
1,40,5851600,ns
2,40,6266500,ns
3,40,6046900,ns
4,40,6036500,ns
